index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1184	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1185	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1186	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1187	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1188	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1189	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1190	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1191	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1192	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1193	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1194	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1195	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1196	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1197	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1198	wizardspike					knife/dagger	knife/dagger	knife/dagger
1199	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1200	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1201	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1202	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1203	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1204	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1205	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1206	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1207	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1208	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1209	bartucs_cut_throat					h2h/claws	h2h/claws	h2h/claws
1210	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1211	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1212	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1213	djinn_slayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1214	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1215	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1216	gut_siphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1217	razors_edge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1218	demon_limb					club/stoutnail	club/stoutnail	club/stoutnail
1219	steel_shade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1220	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1221	deaths_web_1					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1222	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1223	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1224	horizons_tornado					mace/flail	mace/flail	mace/flail
1225	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1226	jade_talon					h2h/katar	h2h/katar	h2h/katar
1227	shadow_dancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1228	cerberus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1229	soul_drainer					glove/bracers_m	glove/bracers_m	glove/bracers_m
1230	rune_master					axe/double_axe	axe/double_axe	axe/double_axe
1231	death_cleaver					axe/war_axe	axe/war_axe	axe/war_axe
1232	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1233	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1234	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1235	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1236	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1237	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1238	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1239	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1240	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1241	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1242	spirit_keeper					pelt/antlers	pelt/antlers	pelt/antlers
1243	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1244	alma_negra					shield/rondache	shield/rondache	shield/rondache
1245	darkforce_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1246	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1247	blood_ravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1248	ghostflame					knife/blade	knife/stormspike	knife/blade
1249	shadow_killer					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1250	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1251	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1252	windhammer					hammer/maul	hammer/maul	hammer/maul
1253	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1254	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1255	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1256	steel_pillar					spear/pike	spear/pike	spear/pike
1257	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1258	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1259	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1260	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1261	steel_carapace					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1262	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1263	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1264	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1265	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1266	deaths_fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1267	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1268	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1269	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1270	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1271	gheeds_fortune					uniquecharm/gheeds_fortune	uniquecharm/gheeds_fortune	uniquecharm/gheeds_fortune
1272	stormlash					mace/flail	mace/flail	mace/flail
1273	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1274	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1275	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1276	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1277	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1278	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1279	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1280	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1281	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1282	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1283	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1284	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1285	verdungos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1286	giant_skull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1287	astreons_iron_ward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1288	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1289	ariocs_needle					spear/spear	spear/spear	spear/spear
1290	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1291	nords_tenderizer					club/felloak	club/felloak	club/felloak
1292	earth_shifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1293	wraith_flight					javelin/glaive	javelin/glaive	javelin/glaive
1294	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1295	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1296	the_redeemer					scepter/scepter	scepter/scepter	scepter/scepter
1297	head_hunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1298	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1299	spring_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1300	winter_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1301	summer_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1302	autumn_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1303	thunder_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1304	rime_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1305	burnt_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1306	toxic_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1307	hellfire_torch					torch/torch	torch/torch	torch/torch
1308	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1309	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1310	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1311	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1312	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1313	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
1314	ars_aldiablolos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1315	ars_torbaalos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1316	ars_dulmephistos					grimoires/ars_aldiablolos	grimoires/ars_aldiablolos	grimoires/ars_aldiablolos
1317	measured_wrath					grimoires/measured_wrath	grimoires/measured_wrath	grimoires/measured_wrath
1318	dreadfang					sword/two_handed_sword	sword/two_handed_sword	sword/two_handed_sword
1319	wraithstep					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1320	bloodpact_shard					knife/dirk	knife/dirk	knife/dirk
1321	sling					ring/ring	ring/ring	ring/ring
1322	opalvein					ring/ring	ring/ring	ring/ring
1323	entropy_locket					amulet/amulet	amulet/amulet	amulet/amulet
1324	gheeds_wager					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1325	unique_warlock_helm					helmet/unique_warlock_helm	helmet/unique_warlock_helm	helmet/unique_warlock_helm
1326	horazons_secrets					grimoires/ars_torbaalos	grimoires/ars_torbaalos	grimoires/ars_torbaalos
1327	guardians_light					../misc/gem/fragment_magic	../misc/gem/fragment_magic	../misc/gem/fragment_magic
1328	guardians_thunder					../misc/gem/fragment_lightning	../misc/gem/fragment_lightning	../misc/gem/fragment_lightning
1329	protectors_frost					../misc/gem/fragment_cold	../misc/gem/fragment_cold	../misc/gem/fragment_cold
1330	protectors_stone					../misc/gem/fragment_physical	../misc/gem/fragment_physical	../misc/gem/fragment_physical
1331	defenders_fire					../misc/gem/fragment_fire	../misc/gem/fragment_fire	../misc/gem/fragment_fire
1332	defenders_bile					../misc/gem/fragment_poison	../misc/gem/fragment_poison	../misc/gem/fragment_poison
1333	keychain					storage/storage1	storage/storage1	storage/storage1
1334	gem_bag					storage/storage2	storage/storage2	storage/storage2
1335	obsidian_beacon					beacon/obsidian_beacon	beacon/obsidian_beacon	beacon/obsidian_beacon
1336	black_soulstone					beacon/black_soulstone	beacon/black_soulstone	beacon/black_soulstone
1337	radaments_bite					bow/pullspite	bow/pullspite	bow/pullspite
1338	butchers_paring_knives					knife/warshrike	knife/warshrike	knife/warshrike
1339	tyraels_might					uniquearmor/tyraels_might	uniquearmor/tyraels_might	uniquearmor/tyraels_might
1340	templars_might					uniquearmor/templars_might	uniquearmor/templars_might	uniquearmor/templars_might
1341	silks_of_the_victor					uniquearmor/silks_of_the_victor	uniquearmor/silks_of_the_victor	uniquearmor/silks_of_the_victor
1342	manald_heal					uniquering/manald_heal	uniquering/manald_heal	uniquering/manald_heal
1343	manald_heal					uniquering/manald_heal	uniquering/manald_heal	uniquering/manald_heal
1344	ring_of_engagement					uniquering/ring_of_engagement	uniquering/ring_of_engagement	uniquering/ring_of_engagement
1345	elven_heartband					uniquering/elven_heartband	uniquering/elven_heartband	uniquering/elven_heartband
1346	knell_of_discord					uniquering/knell_of_discord	uniquering/knell_of_discord	uniquering/knell_of_discord
1347	nagelring					uniquering/nagelring	uniquering/nagelring	uniquering/nagelring
1348	nameless_fear					uniquering/nameless_fear	uniquering/nameless_fear	uniquering/nameless_fear
1349	plantar_enlightenment					uniquering/plantar_enlightenment	uniquering/plantar_enlightenment	uniquering/plantar_enlightenment
1350	golems_might					uniquering/golems_might	uniquering/golems_might	uniquering/golems_might
1351	barilzars_mazed_band					uniquering/barilzars_mazed_band	uniquering/barilzars_mazed_band	uniquering/barilzars_mazed_band
1352	vampiric_regeneration					uniquering/vampiric_regeneration	uniquering/vampiric_regeneration	uniquering/vampiric_regeneration
1353	the_stone_of_jordan					uniquering/the_stone_of_jordan	uniquering/the_stone_of_jordan	uniquering/the_stone_of_jordan
1354	dwarf_star					uniquering/dwarf_star	uniquering/dwarf_star	uniquering/dwarf_star
1355	raven_frost					uniquering/raven_frost	uniquering/raven_frost	uniquering/raven_frost
1356	thief_of_dreams					uniquering/thief_of_dreams	uniquering/thief_of_dreams	uniquering/thief_of_dreams
1357	bul_kathos_wedding_band					uniquering/bul_kathos_wedding_band	uniquering/bul_kathos_wedding_band	uniquering/bul_kathos_wedding_band
1358	carrion_wind					uniquering/carrion_wind	uniquering/carrion_wind	uniquering/carrion_wind
1359	jackals_laughter					uniquering/jackals_laughter	uniquering/jackals_laughter	uniquering/jackals_laughter
1360	natures_peace					uniquering/natures_peace	uniquering/natures_peace	uniquering/natures_peace
1361	fellowships_hope					uniquering/fellowships_hope	uniquering/fellowships_hope	uniquering/fellowships_hope
1362	wisp_projector					uniquering/wisp_projector	uniquering/wisp_projector	uniquering/wisp_projector
1363	faerie_ring					uniquering/faerie_ring	uniquering/faerie_ring	uniquering/faerie_ring
1364	jordans_sigil					uniquering/jordans_sigil	uniquering/jordans_sigil	uniquering/jordans_sigil
1365	constricting_ring					uniquering/constricting_ring	uniquering/constricting_ring	uniquering/constricting_ring
1366	eye_of_kahn					uniqueamulet/eye_of_kahn	uniqueamulet/eye_of_kahn	uniqueamulet/eye_of_kahn
1367	psyche_shroud					uniqueamulet/psyche_shroud	uniqueamulet/psyche_shroud	uniqueamulet/psyche_shroud
1368	nokozan_relic					uniqueamulet/nokozan_relic	uniqueamulet/nokozan_relic	uniqueamulet/nokozan_relic
1369	amulet_of_warding					uniqueamulet/amulet_of_warding	uniqueamulet/amulet_of_warding	uniqueamulet/amulet_of_warding
1370	the_eye_of_etlich					uniqueamulet/the_eye_of_etlich	uniqueamulet/the_eye_of_etlich	uniqueamulet/the_eye_of_etlich
1371	the_mahim_oak_curio					uniqueamulet/the_mahim_oak_curio	uniqueamulet/the_mahim_oak_curio	uniqueamulet/the_mahim_oak_curio
1372	cryptking					uniqueamulet/cryptking	uniqueamulet/cryptking	uniqueamulet/cryptking
1373	sequence_of_seasons					uniqueamulet/sequence_of_seasons	uniqueamulet/sequence_of_seasons	uniqueamulet/sequence_of_seasons
1374	rat_lords_curse					uniqueamulet/rat_lords_curse	uniqueamulet/rat_lords_curse	uniqueamulet/rat_lords_curse
1375	luck_sigil					uniqueamulet/luck_sigil	uniqueamulet/luck_sigil	uniqueamulet/luck_sigil
1376	saracens_chance					uniqueamulet/saracens_chance	uniqueamulet/saracens_chance	uniqueamulet/saracens_chance
1377	the_cats_eye					uniqueamulet/the_cats_eye	uniqueamulet/the_cats_eye	uniqueamulet/the_cats_eye
1378	atmas_scarab					uniqueamulet/atmas_scarab	uniqueamulet/atmas_scarab	uniqueamulet/atmas_scarab
1379	maras_kaleidoscope					uniqueamulet/maras_kaleidoscope	uniqueamulet/maras_kaleidoscope	uniqueamulet/maras_kaleidoscope
1380	the_rising_sun					uniqueamulet/the_rising_sun	uniqueamulet/the_rising_sun	uniqueamulet/the_rising_sun
1381	highlords_wrath					uniqueamulet/highlords_wrath	uniqueamulet/highlords_wrath	uniqueamulet/highlords_wrath
1382	crescent_moon					uniqueamulet/crescent_moon	uniqueamulet/crescent_moon	uniqueamulet/crescent_moon
1383	foul_sigil					uniqueamulet/foul_sigil	uniqueamulet/foul_sigil	uniqueamulet/foul_sigil
1384	metalgrid					uniqueamulet/metalgrid	uniqueamulet/metalgrid	uniqueamulet/metalgrid
1385	the_vanquisher					uniqueamulet/the_vanquisher	uniqueamulet/the_vanquisher	uniqueamulet/the_vanquisher
1386	sigil_of_hope					uniqueamulet/sigil_of_hope	uniqueamulet/sigil_of_hope	uniqueamulet/sigil_of_hope
1387	seraphs_hymn					uniqueamulet/seraphs_hymn	uniqueamulet/seraphs_hymn	uniqueamulet/seraphs_hymn
1388	autumns_avatar					uniquecharm/autumns_avatar	uniquecharm/autumns_avatar	uniquecharm/autumns_avatar
1389	collins_destruction					uniquecharm/collins_destruction	uniquecharm/collins_destruction	uniquecharm/collins_destruction
1390	argos_anchor					uniquecharm/argos_anchor	uniquecharm/argos_anchor	uniquecharm/argos_anchor
1391	peacemaker					uniquecharm/peacemaker	uniquecharm/peacemaker	uniquecharm/peacemaker
1392	remembrance_of_glory					uniquecharm/remembrance_of_glory	uniquecharm/remembrance_of_glory	uniquecharm/remembrance_of_glory
1393	valknut					uniquecharm/valknut	uniquecharm/valknut	uniquecharm/valknut
1394	life_and_death					uniquecharm/life_and_death	uniquecharm/life_and_death	uniquecharm/life_and_death
1395	ogre_kings_bowl					uniquecharm/ogre_kings_bowl	uniquecharm/ogre_kings_bowl	uniquecharm/ogre_kings_bowl
1396	throne_of_power					uniquecharm/throne_of_power	uniquecharm/throne_of_power	uniquecharm/throne_of_power
1397	nightshade					uniquecharm/nightshade	uniquecharm/nightshade	uniquecharm/nightshade
1398	triskelion					uniquecharm/triskelion	uniquecharm/triskelion	uniquecharm/triskelion
1399	web_of_wyrd					uniquecharm/web_of_wyrd	uniquecharm/web_of_wyrd	uniquecharm/web_of_wyrd
1400	conclave_of_elements					uniquecharm/conclave_of_elements	uniquecharm/conclave_of_elements	uniquecharm/conclave_of_elements
1401	queens_call					uniquecharm/queens_call	uniquecharm/queens_call	uniquecharm/queens_call
1402	harrogaths_last_stand					uniqueweapon/harrogaths_last_stand	uniqueweapon/harrogaths_last_stand	uniqueweapon/harrogaths_last_stand
1403	the_thiefs_choker					uniqueamulet/the_thiefs_choker	uniqueamulet/the_thiefs_choker	uniqueamulet/the_thiefs_choker
